AveCarelessness,AveKnow,AveCorrect.x,AveResBored,AveResEngcon,AveResConf,AveResFrust,AveResOfftask,AveResGaming,NumActions,isSTEM
0.091722262,0.149705943,0.341341341,0.202972457,0.707411607,0.066425355,0.197725941,0.11956961,0.322250853,999,0
0.05596417,0.094408972,0.294676806,0.213177705,0.683590946,0.07730193,0.129209312,0.122399938,0.29872967,1052,0
0.062205626,0.102428329,0.304347826,0.205796719,0.689715557,0.080709969,0.13107273,0.13518206,0.351308882,506,1
0.062205626,0.102428329,0.304347826,0.205796719,0.689715557,0.080709969,0.13107273,0.13518206,0.351308882,506,1
0.157877755,0.313214822,0.429657795,0.197952315,0.706526762,0.059644799,0.129002013,0.12094751,0.360242028,1315,1
0.157877755,0.313214822,0.429657795,0.197952315,0.706526762,0.059644799,0.129002013,0.12094751,0.360242028,1315,1
0.082697249,0.129911256,0.30794702,0.253901225,0.647996408,0.133010188,0.069917744,0.196558228,0.146092016,302,1
0.082697249,0.129911256,0.30794702,0.253901225,0.647996408,0.133010188,0.069917744,0.196558228,0.146092016,302,1
0.128230382,0.20745862,0.396396396,0.244072949,0.657117293,0.104299322,0.110147224,0.2041435,0.082208802,555,0
0.096085219,0.136628524,0.279600571,0.193185682,0.69353817,0.068272519,0.140583809,0.109916886,0.486377925,701,0
0.184093983,0.319485209,0.39070568,0.235329964,0.619101229,0.138739386,0.114089346,0.173987016,0.141711624,581,0
0.087722184,0.1778283,0.423076923,0.290882046,0.620886869,0.106159034,0.121847692,0.281970439,0.044297706,286,0
0.166378481,0.275501887,0.428918591,0.212324335,0.685579273,0.057943844,0.114319991,0.150052486,0.225155974,823,1
0.189133371,0.32161356,0.434782609,0.246571724,0.625531408,0.160815669,0.151112482,0.168412223,0.059339937,575,0
0.180017828,0.330131328,0.452830189,0.257895674,0.654115175,0.128057934,0.119237962,0.185329681,0.030211295,636,0
0.082462968,0.133362257,0.284077892,0.217874162,0.673233801,0.107083473,0.177565961,0.140790548,0.280207589,873,0
0.152110345,0.288040501,0.425101215,0.211287164,0.661305132,0.072752827,0.115858922,0.141807733,0.220017093,741,0
0.056113681,0.136111216,0.333333333,0.382655799,0.457365462,0.121246921,0.125843333,0.647863144,0.015678613,12,0
0.062484161,0.096756566,0.280730005,0.19241933,0.70823275,0.080422432,0.117058718,0.110961325,0.42696313,1863,0
0.087072998,0.14086847,0.290849673,0.258451235,0.595325934,0.100905384,0.154155984,0.213625638,0.151815666,306,0
0.292487538,0.541741775,0.584437086,0.247345636,0.653419723,0.112176983,0.133386603,0.207356502,0.031581679,604,1
0.139911596,0.214952256,0.390909091,0.235609846,0.676344067,0.109651835,0.099366558,0.156072834,0.081461634,770,0
0.044296495,0.071759574,0.260750229,0.205425439,0.676696139,0.050227862,0.139754623,0.124006175,0.396133779,1093,0
0.253981032,0.449094258,0.502570694,0.231418483,0.669905706,0.086896439,0.090044187,0.169086832,0.078853754,778,0
0.10722113,0.167598349,0.357027464,0.207426122,0.676588079,0.072089713,0.11319437,0.135459062,0.225042153,619,0
0.179799496,0.335237936,0.530014641,0.231103002,0.660899013,0.098451073,0.1167625,0.17092867,0.13620078,683,1
0.065255076,0.12500611,0.356269113,0.244759088,0.657211584,0.069398759,0.117427321,0.164433772,0.156137325,654,0
0.063054045,0.110054926,0.363636364,0.287514646,0.605511208,0.207109399,0.161529326,0.312331805,0.056564157,121,0
0.203288349,0.354945481,0.479642502,0.217399282,0.677499129,0.096979784,0.123944661,0.158423561,0.174989427,1007,1
0.152885335,0.247002548,0.340388007,0.243273446,0.615577046,0.098788812,0.116672043,0.1821875,0.114997678,567,0
0.114686102,0.19761935,0.383206107,0.244458289,0.651709114,0.151945181,0.188853082,0.192715679,0.110680501,655,0
0.098516592,0.151428892,0.32038835,0.263398688,0.642186124,0.144448747,0.124425522,0.197527375,0.072537171,412,0
0.101803927,0.164151766,0.3640625,0.227388827,0.64564464,0.109978329,0.163527501,0.156991472,0.203310996,640,0
0.147194611,0.328899319,0.520689655,0.227866665,0.681130438,0.052113214,0.125210275,0.187489362,0.127460778,290,0
0.095439085,0.193559879,0.390428212,0.21752328,0.660554159,0.07797678,0.143453832,0.172487678,0.137842812,397,0
0.283301168,0.529624192,0.617511521,0.25491765,0.648819039,0.098305873,0.122034319,0.224249871,0.017072878,434,1
0.283301168,0.529624192,0.617511521,0.25491765,0.648819039,0.098305873,0.122034319,0.224249871,0.017072878,434,1
0.090757451,0.143330729,0.303703704,0.221987155,0.676509521,0.107929682,0.120338117,0.150340504,0.225076701,1215,0
0.219577683,0.377018615,0.542929293,0.250346623,0.671238526,0.137162666,0.191950789,0.225394557,0.019769877,396,1
0.083654993,0.137005166,0.294117647,0.279370524,0.599231051,0.141137871,0.096214031,0.20968577,0.038389043,493,0
0.072011604,0.110321815,0.284475282,0.214576734,0.661790785,0.085831697,0.118256642,0.139926744,0.269225637,1153,0
0.150126865,0.216193766,0.322677323,0.238094618,0.655263117,0.091952928,0.147370523,0.220621565,0.191231519,1001,1
0.221145881,0.457252905,0.6144,0.240478785,0.677307028,0.103299526,0.136292693,0.179648507,0.021136261,625,0
0.083644889,0.124813947,0.272638754,0.202372739,0.665848736,0.065805894,0.114939565,0.109148687,0.368428981,1027,0
0.099733995,0.185137588,0.438492063,0.277149083,0.644744405,0.098078229,0.162770504,0.213377961,0.005554028,504,1
0.069297361,0.14203118,0.348837209,0.330226231,0.551366771,0.122657966,0.095420442,0.348089701,0.036900055,129,0
0.202787469,0.459813486,0.686390533,0.260426191,0.650768677,0.059971193,0.06183416,0.296286221,0.010953873,169,0
0.046183228,0.071909241,0.305785124,0.326383714,0.653444643,0.125324702,0.094714277,0.45146704,0.016241102,121,0
0.184292185,0.333401908,0.575250836,0.262823322,0.652414167,0.079203998,0.137098979,0.24949786,0.00966896,299,0
0.198341627,0.519110927,0.769565217,0.227044359,0.664749135,0.072612801,0.039176787,0.195070483,0.005256235,230,0
0.085295516,0.142241662,0.396551724,0.267311879,0.646790224,0.094736805,0.199609409,0.211144367,0.074046898,348,0
0.112076632,0.214835013,0.444656489,0.254311706,0.644452215,0.084628632,0.137294769,0.205011654,0.101658581,524,0
0.154001611,0.318760523,0.575949367,0.235391158,0.645941305,0.086660627,0.082399133,0.208176258,0.014225851,316,1
0.235045982,0.510753715,0.709090909,0.250685594,0.676984259,0.072317366,0.091461544,0.253564049,0.006531736,330,1
0.270005023,0.561260426,0.715384615,0.28618078,0.604006989,0.051758966,0.183532224,0.311099746,0.005036821,390,0
0.063061667,0.172446041,0.438247012,0.284884321,0.64298244,0.097436128,0.080696823,0.318139343,0.081812501,251,0
0.103424304,0.12672275,0.316476346,0.256108188,0.652335256,0.156391869,0.165638768,0.169164081,0.044363703,613,1
0.103424304,0.12672275,0.316476346,0.256108188,0.652335256,0.156391869,0.165638768,0.169164081,0.044363703,613,1
0.254016808,0.390923244,0.54950495,0.268919009,0.62079776,0.080365172,0.24632606,0.265146137,0.023672641,202,0
0.195707524,0.346406161,0.551252847,0.258309797,0.659551134,0.120236238,0.088719427,0.209815669,0.019464027,439,1
0.254191734,0.4710138,0.613466334,0.254219932,0.651848029,0.063829449,0.182679294,0.230848076,0.012647446,401,0
0.141790463,0.256343562,0.535135135,0.30302934,0.64146283,0.125400705,0.146885895,0.314512653,0.008765585,185,0
0.103231519,0.181730023,0.456953642,0.263691709,0.664181194,0.135098297,0.185735196,0.200467304,0.021277366,302,0
0.32550452,0.603787484,0.532786885,0.227530364,0.652089579,0.11501092,0.088938522,0.161103265,0.041636218,610,0
0.200856569,0.403915485,0.580607477,0.230431456,0.659900772,0.064502096,0.160443507,0.167737018,0.023549179,856,0
0.08994976,0.199083067,0.454954955,0.297711486,0.617877658,0.153457606,0.066802806,0.269405286,0.007514725,222,0
0.057967125,0.110814487,0.294964029,0.260942649,0.633719842,0.084377864,0.125252692,0.242305138,0.20230221,417,0
0.087059177,0.148168134,0.409921671,0.24643746,0.663576442,0.101483196,0.192822659,0.185891562,0.060749246,383,0
0.108609114,0.201642481,0.467961165,0.250410971,0.662739874,0.129465814,0.125661576,0.172386654,0.034465367,515,0
0.124187214,0.223476375,0.435622318,0.250447473,0.63881043,0.079191415,0.140898999,0.192192916,0.098761521,466,0
0.058039199,0.103817992,0.296116505,0.251204004,0.615871259,0.120801937,0.050538084,0.27284879,0.301329222,206,0
0.091698924,0.122782508,0.355932203,0.239677121,0.64830511,0.088023519,0.22104055,0.169535559,0.131176951,354,0
0.15918803,0.293892639,0.529411765,0.222933539,0.669043105,0.090061714,0.118979324,0.160791377,0.109139214,391,1
0.153633659,0.274167978,0.480263158,0.2716408,0.649847244,0.147879968,0.072405625,0.247133991,0.019094349,304,1
0.153633659,0.274167978,0.480263158,0.2716408,0.649847244,0.147879968,0.072405625,0.247133991,0.019094349,304,1
0.156440821,0.309534491,0.531468531,0.269728284,0.63309211,0.118892647,0.107380824,0.250553744,0.021755453,286,0
0.076547023,0.169321726,0.437601297,0.269630535,0.664000573,0.069840945,0.181951891,0.222371606,0.118049765,617,0
0.113821221,0.291810171,0.557746479,0.274299229,0.649967399,0.109654905,0.057158427,0.265685289,0.014229252,355,0
0.182829016,0.327705442,0.508090615,0.267642568,0.654970194,0.113862883,0.091239188,0.247911367,0.094483233,618,1
0.182829016,0.327705442,0.508090615,0.267642568,0.654970194,0.113862883,0.091239188,0.247911367,0.094483233,618,1
0.033536158,0.042403184,0.181818182,0.344403882,0.548339718,0.197082893,0.110883691,0.431734603,0.014404649,110,0
0.152839992,0.368460436,0.534188034,0.265868605,0.650302809,0.108382444,0.176518525,0.260691489,0.007239344,234,0
0.124394565,0.224965637,0.430463576,0.265460671,0.639784284,0.146632281,0.105617807,0.199226028,0.026723988,604,0
0.379623304,0.620875861,0.613496933,0.269467149,0.61232935,0.098621655,0.212339888,0.257584501,0.007521687,489,0
0.068044481,0.090964293,0.299858557,0.240688609,0.659344064,0.119282417,0.087790168,0.188168711,0.250549271,707,0
0.072774063,0.119167537,0.361204013,0.287872848,0.624086755,0.138649475,0.145263993,0.225645416,0.009798768,299,1
0.072774063,0.119167537,0.361204013,0.287872848,0.624086755,0.138649475,0.145263993,0.225645416,0.009798768,299,1
0.159567459,0.325085429,0.607843137,0.25140437,0.672103373,0.112598252,0.157184569,0.257788786,0.008246522,204,1
0.083769353,0.128359683,0.346473029,0.242647161,0.639224189,0.100290273,0.202788863,0.166241271,0.082670664,482,0
0.063774622,0.091742282,0.413043478,0.311421447,0.5852345,0.103698638,0.304159593,0.504735514,0.020314167,46,0
0.280646221,0.561023789,0.72243346,0.273138702,0.647215164,0.04076756,0.177077763,0.303747197,0.010094491,263,1
0.186786251,0.426444947,0.629943503,0.24056903,0.670004497,0.073927839,0.053000108,0.205680103,0.007702469,354,0
0.070547628,0.090151986,0.270408163,0.296522288,0.647268641,0.205568362,0.107240156,0.272950164,0.046333503,196,1
0.115100033,0.268818289,0.521276596,0.283852856,0.634647372,0.100299162,0.074360845,0.227026106,0.004467179,188,1
0.109656055,0.221039904,0.510835913,0.230710369,0.662079676,0.08551718,0.109973116,0.20019965,0.087765846,323,1
0.109656055,0.221039904,0.510835913,0.230710369,0.662079676,0.08551718,0.109973116,0.20019965,0.087765846,323,1
0.135020908,0.28911942,0.576612903,0.279167293,0.638561483,0.123356499,0.124669191,0.266864789,0.008329543,248,1
0.135020908,0.28911942,0.576612903,0.279167293,0.638561483,0.123356499,0.124669191,0.266864789,0.008329543,248,1
0.079966117,0.100026857,0.275471698,0.257508603,0.629567818,0.172271712,0.114189034,0.169823153,0.126278436,795,1
0.22150411,0.428339327,0.564777328,0.250457282,0.662554631,0.104179018,0.124490162,0.21293142,0.022937511,494,0
0.058692448,0.097063706,0.24009324,0.211307745,0.66064042,0.058042559,0.114878858,0.151837612,0.366092784,429,0
0.296465233,0.529418189,0.615146832,0.231720601,0.682069045,0.089861998,0.106334283,0.157113697,0.022348221,647,1
0.183667219,0.338069356,0.490243902,0.259804243,0.635145628,0.118684202,0.175134693,0.220181918,0.033037789,410,1
0.206850724,0.424742525,0.549071618,0.236696814,0.663994997,0.110847658,0.162548497,0.159281899,0.042112746,754,1
0.206850724,0.424742525,0.549071618,0.236696814,0.663994997,0.110847658,0.162548497,0.159281899,0.042112746,754,1
0.229231027,0.393610492,0.472553699,0.218780343,0.673898164,0.088683006,0.148636348,0.142930365,0.143850639,1257,1
0.096014843,0.166133428,0.370681606,0.212842444,0.666621567,0.11794957,0.118258848,0.140357939,0.321264182,1071,0
0.159683845,0.287235863,0.454918033,0.240567919,0.678452425,0.104295895,0.148576021,0.185770858,0.066881569,488,0
0.1066706,0.171269145,0.39658444,0.253872288,0.626971352,0.167042345,0.263372969,0.164219608,0.096094953,527,1
0.105098369,0.187413501,0.414141414,0.20909896,0.657036175,0.078236609,0.118756695,0.137935222,0.230827671,396,0
0.178194548,0.264709374,0.401037165,0.231220127,0.676652215,0.114271563,0.17793659,0.201344663,0.120929689,1157,1
0.251015218,0.491560641,0.562138728,0.259077994,0.640196314,0.095266505,0.147848931,0.223875074,0.052501648,692,0
0.212622227,0.432144496,0.572901325,0.252330684,0.658503141,0.080139661,0.123240009,0.201932331,0.053917223,679,0
0.097978601,0.189824131,0.368764846,0.196944339,0.688214868,0.062009722,0.119483432,0.105072418,0.375295886,1684,0
0.225729972,0.348936725,0.411991435,0.219880068,0.674148886,0.085618756,0.206607617,0.151242634,0.170423535,2335,0
0.061515466,0.126756646,0.305389222,0.260967049,0.646128041,0.063346675,0.104709046,0.206513318,0.083590164,501,0
0.100057235,0.140285652,0.271812081,0.202718704,0.65577929,0.100013834,0.185092997,0.115069608,0.26584122,596,1
0.100057235,0.140285652,0.271812081,0.202718704,0.65577929,0.100013834,0.185092997,0.115069608,0.26584122,596,1
0.084965801,0.167243074,0.361173815,0.229470085,0.657366409,0.050273716,0.188797978,0.187390878,0.218017914,443,0
0.136399472,0.267567822,0.401368301,0.231058584,0.671134725,0.106688907,0.113516086,0.152092575,0.167370946,877,0
0.216901109,0.446843311,0.599458728,0.236443644,0.682048576,0.102378591,0.130623554,0.171202581,0.023368542,739,0
0.063972927,0.131720968,0.294029851,0.195522487,0.694163446,0.0541975,0.106292713,0.122364173,0.47944871,1340,0
0.095437448,0.159553578,0.315689981,0.243008581,0.63525574,0.123024871,0.143563659,0.180037032,0.126959415,529,1
0.095437448,0.159553578,0.315689981,0.243008581,0.63525574,0.123024871,0.143563659,0.180037032,0.126959415,529,1
0.126239699,0.229395602,0.428822496,0.238807826,0.649196211,0.117727081,0.142467532,0.164353682,0.112778693,569,0
0.145349461,0.223040233,0.350191571,0.220086041,0.666992648,0.086767697,0.124502501,0.148112825,0.18238993,1305,1
0.11829762,0.181649546,0.375954198,0.222212689,0.645418747,0.171323651,0.119479253,0.150215608,0.147766425,524,0
0.08642044,0.141516868,0.273148148,0.214369821,0.677337927,0.066036898,0.102675725,0.138909409,0.340133602,864,1
0.05375806,0.097564396,0.27012987,0.264005547,0.628081887,0.051527849,0.081869575,0.212487479,0.117958996,385,0
0.100700318,0.182683627,0.375262055,0.272958896,0.628361163,0.105451821,0.112167527,0.21456272,0.064738905,477,0
0.057502822,0.073556906,0.292792793,0.24200491,0.667454899,0.059056908,0.143274519,0.184943219,0.165944761,222,0
0.146164881,0.270161303,0.42750533,0.207590538,0.682986652,0.079617665,0.116822183,0.138251672,0.25436597,938,0
0.083955127,0.124236212,0.305232558,0.261824226,0.609640732,0.087783428,0.146404298,0.188455807,0.122880333,344,1
0.08499388,0.147523314,0.324528302,0.193380851,0.694463392,0.076988669,0.145650862,0.113127614,0.333892726,1855,0
0.253474719,0.462860414,0.501403181,0.202613592,0.685523778,0.08313007,0.103427296,0.13149289,0.184664922,1069,1
0.253474719,0.462860414,0.501403181,0.202613592,0.685523778,0.08313007,0.103427296,0.13149289,0.184664922,1069,1
0.155547135,0.249490306,0.393069307,0.224628857,0.666254691,0.159467173,0.144979431,0.142278577,0.155434707,1010,1
0.081134856,0.150951602,0.346416382,0.216476999,0.667899836,0.129090182,0.173706997,0.138287436,0.210814285,1172,1
0.155275568,0.263766597,0.419962335,0.205857727,0.693677628,0.089289027,0.095454301,0.132081956,0.173374267,1062,1
0.155275568,0.263766597,0.419962335,0.205857727,0.693677628,0.089289027,0.095454301,0.132081956,0.173374267,1062,1
0.134322697,0.21729757,0.351580571,0.203555655,0.701843519,0.08470197,0.099954313,0.229253562,0.38596548,1297,0
0.165564217,0.308397142,0.436928702,0.231198251,0.681875707,0.092770761,0.092628687,0.139514032,0.112895729,1094,0
0.14545202,0.288279794,0.47689769,0.223878327,0.673992795,0.113042598,0.135346306,0.173101111,0.117395272,606,0
0.066003255,0.108392688,0.267206478,0.271316984,0.598498812,0.141217904,0.099426913,0.217462611,0.187477524,247,0
0.10246748,0.187309682,0.329153605,0.212952036,0.656320379,0.098485729,0.126371035,0.122520709,0.214543515,1595,0
0.128437061,0.25754569,0.409883721,0.210605885,0.696042352,0.089358324,0.125285465,0.137785632,0.277717228,1032,1
0.096322196,0.200863803,0.40397351,0.244593062,0.656084819,0.122981306,0.077320077,0.212539411,0.01701152,151,1
0.106362619,0.217970069,0.389037433,0.219409785,0.673814201,0.130663363,0.122136352,0.140407302,0.155839375,748,0
0.122009843,0.225748137,0.375504711,0.199866232,0.679892611,0.077001204,0.156042916,0.131196777,0.297100996,743,0
0.193007165,0.344931418,0.487581699,0.22011571,0.685281966,0.077476739,0.177992598,0.146140235,0.091660572,765,0
0.376420481,0.623601775,0.605122732,0.220746257,0.679938479,0.126517749,0.130666198,0.158175348,0.042585769,937,0
0.126214379,0.240120214,0.389635317,0.265646692,0.643330604,0.122891729,0.1068965,0.188819022,0.054321458,521,1
0.126214379,0.240120214,0.389635317,0.265646692,0.643330604,0.122891729,0.1068965,0.188819022,0.054321458,521,1
0.128192261,0.196124483,0.326565144,0.228289643,0.62930333,0.084521707,0.095463635,0.155884597,0.120659226,591,1
0.087361615,0.128425661,0.388451444,0.255741393,0.644208171,0.155580951,0.227420443,0.201643437,0.076323936,381,0
0.204970586,0.386930429,0.531847134,0.23223529,0.663295272,0.091387809,0.135174307,0.202188242,0.032639047,628,0
0.062787776,0.106702276,0.263095238,0.240729734,0.641691141,0.087966077,0.151038065,0.170031931,0.221347979,840,0
0.102716028,0.165085338,0.355682747,0.215727751,0.658764529,0.092457064,0.191967814,0.123242644,0.197166496,1223,1
0.17666786,0.329335902,0.485454545,0.249047049,0.640486808,0.123795791,0.258833652,0.177946588,0.037492081,550,0
0.121915526,0.193723804,0.349480969,0.260520524,0.647430069,0.098874582,0.10685031,0.15749018,0.143929882,578,0
0.130968209,0.219954085,0.401129944,0.242953869,0.634040908,0.113380229,0.163419647,0.214936558,0.172383604,354,1
0.130968209,0.219954085,0.401129944,0.242953869,0.634040908,0.113380229,0.163419647,0.214936558,0.172383604,354,1
0.145713761,0.278032641,0.420333839,0.232190413,0.662006667,0.102064586,0.124360878,0.173847149,0.145892107,659,0
0.178689434,0.312927609,0.492659054,0.245124059,0.669826113,0.110099998,0.113598167,0.177690717,0.070866832,613,0
0.27695646,0.494686768,0.5546476,0.21890451,0.671609551,0.118627541,0.140547864,0.163583187,0.05407556,979,0
0.147023758,0.333659103,0.499145299,0.248037973,0.64544999,0.083246064,0.127517515,0.198753153,0.045845843,585,1
0.069650205,0.113153057,0.261682243,0.223508974,0.663477285,0.062562716,0.109483998,0.175933728,0.287645866,535,0
0.073354308,0.094950733,0.216,0.258375001,0.610370261,0.105555246,0.129076262,0.238336664,0.129580627,250,0
0.124900555,0.199300451,0.333333333,0.232160241,0.648244571,0.092467088,0.113888686,0.186930335,0.171818569,594,0
0.291025909,0.604731371,0.751101322,0.229887827,0.694658563,0.051366676,0.048029723,0.194267142,0.006445483,454,0
0.07722919,0.129565601,0.311918063,0.197417578,0.691689801,0.097774786,0.118920359,0.110853888,0.31346022,1074,0
0.103814452,0.145641943,0.304473304,0.226528896,0.6536737,0.149292651,0.167485441,0.150736038,0.153309802,693,0
0.16867064,0.339215071,0.508951407,0.259635501,0.643909545,0.137602753,0.095883951,0.226052646,0.019698593,391,1
0.16867064,0.339215071,0.508951407,0.259635501,0.643909545,0.137602753,0.095883951,0.226052646,0.019698593,391,1
0.120874863,0.205409384,0.430025445,0.247045819,0.655939817,0.101013735,0.224313542,0.19434465,0.06290376,393,1
0.151058714,0.315670553,0.528,0.250015048,0.654669314,0.15779835,0.159968489,0.207774669,0.039258482,500,0
0.125889281,0.188985413,0.318471338,0.231554007,0.63237248,0.056937883,0.15152698,0.15967859,0.149223514,628,0
0.055840087,0.076239486,0.253649635,0.209927244,0.66916798,0.055507173,0.07097246,0.120364545,0.28573791,548,0
0.103879875,0.175086459,0.326102169,0.221945011,0.650600362,0.107738985,0.138510513,0.134906879,0.189477514,1429,1
0.103879875,0.175086459,0.326102169,0.221945011,0.650600362,0.107738985,0.138510513,0.134906879,0.189477514,1429,1
0.284189026,0.49093437,0.561247216,0.215838112,0.691058668,0.108147146,0.081661162,0.148566737,0.0622683,449,0
0.07667499,0.109596722,0.304511278,0.199202555,0.693966407,0.094924442,0.089401588,0.108703052,0.351852283,1330,0
0.116488587,0.189479692,0.351393189,0.225953936,0.65334106,0.152354233,0.157437221,0.151558997,0.200128078,646,1
0.288309664,0.544828989,0.64305949,0.249761363,0.660857621,0.086472163,0.115370369,0.217487248,0.009238593,353,0
0.159911852,0.325559874,0.478737997,0.225555959,0.669060638,0.101271701,0.096168639,0.182600833,0.106778008,729,1
0.159911852,0.325559874,0.478737997,0.225555959,0.669060638,0.101271701,0.096168639,0.182600833,0.106778008,729,1
0.159660184,0.338585505,0.4,0.257648103,0.62657888,0.078884177,0.130441375,0.21448391,0.054128987,295,0
0.043134279,0.080170779,0.230623819,0.207908744,0.660222009,0.050576324,0.089007394,0.151680513,0.488551536,1058,0
0.109681478,0.169385474,0.345005149,0.239589521,0.6522986,0.129098675,0.15813645,0.158497228,0.120864969,971,0
0.184841451,0.317002632,0.430958663,0.200489411,0.697656495,0.070476595,0.113114373,0.135308943,0.271727607,1137,0
0.032250103,0.070906045,0.219381688,0.18585275,0.649953062,0.016719359,0.108218028,0.116497131,0.601025694,1682,0
0.08217113,0.149018056,0.317295189,0.218024042,0.661179865,0.070414307,0.15414406,0.156002568,0.24463765,769,0
0.177892895,0.338490905,0.522988506,0.238024282,0.656987601,0.116994865,0.254044298,0.179285018,0.069766397,522,0
0.184136867,0.273338367,0.318181818,0.255550243,0.625059501,0.106826313,0.105890729,0.226022347,0.138494911,374,0
0.161514932,0.254842763,0.369418133,0.239600469,0.630040968,0.143806096,0.138941938,0.182593389,0.115241257,739,0
0.10580058,0.15211265,0.321100917,0.244863865,0.640651171,0.124422874,0.117791114,0.158372779,0.121088666,763,1
0.092819993,0.143697876,0.320490368,0.194020715,0.698121224,0.097712873,0.131550005,0.107540467,0.418369273,1142,0
0.196315959,0.34539092,0.482373173,0.206174829,0.693014054,0.104755368,0.114882265,0.123936094,0.135295294,1163,0
0.192623415,0.350930703,0.482269504,0.24308848,0.66151188,0.101480564,0.186380198,0.160764531,0.050228859,564,0
0.11780457,0.181590919,0.373697917,0.221419424,0.66285966,0.108448053,0.124233654,0.149336998,0.156244904,768,1
0.062432242,0.095163167,0.284779051,0.230470092,0.647289316,0.08429479,0.108700749,0.153023241,0.200908762,611,0
0.232006067,0.394956758,0.528678304,0.233703942,0.661918186,0.132293039,0.16530267,0.176357454,0.051459848,802,1
0.232006067,0.394956758,0.528678304,0.233703942,0.661918186,0.132293039,0.16530267,0.176357454,0.051459848,802,1
0.222020099,0.433634442,0.557483731,0.252030715,0.623566377,0.0975599,0.093079209,0.212672329,0.031254413,461,0
0.137419945,0.239452806,0.393234672,0.227686727,0.671340302,0.137455869,0.11757237,0.16394116,0.142014743,473,1
0.197886578,0.424076709,0.598736177,0.232264625,0.680925399,0.067546651,0.087992482,0.174195718,0.02918157,633,0
0.305891669,0.596081143,0.706365503,0.23926171,0.673956908,0.080331976,0.057489269,0.221063339,0.01795648,487,0
0.154969155,0.291136233,0.445100354,0.208662711,0.685428861,0.075245528,0.132203249,0.140993938,0.152824487,847,0
0.083345681,0.125170523,0.354700855,0.255829418,0.641760897,0.096824709,0.134544759,0.196984777,0.083513231,702,0
0.126240366,0.213251508,0.353946298,0.204720339,0.673558458,0.103546989,0.179857694,0.129723837,0.300129075,1229,0
0.283734841,0.518623747,0.637010676,0.234318648,0.672259691,0.093953852,0.117072711,0.179375345,0.022204429,562,0
0.097765739,0.22491247,0.436893204,0.314882004,0.623871979,0.118126974,0.111200124,0.259887512,0.007956632,412,0
0.102334817,0.154431052,0.298850575,0.229441008,0.653301095,0.084778397,0.13138248,0.164675624,0.178042273,1131,0
0.087898418,0.159010278,0.337971014,0.208280915,0.6840068,0.101806806,0.096288303,0.121647983,0.226349881,1725,0
0.119187807,0.198944787,0.343065693,0.228505603,0.655473412,0.095220186,0.186947594,0.146401718,0.189840653,1507,0
0.109184004,0.157952023,0.322139303,0.219474085,0.647532797,0.082271225,0.114841079,0.139893163,0.202645401,804,0
0.078410256,0.141897946,0.315,0.258364367,0.606759768,0.070216192,0.101565973,0.263688337,0.167450472,200,0
0.274847462,0.591892792,0.65647482,0.244788352,0.680941627,0.066990768,0.094381306,0.204471936,0.011768442,556,1
0.274847462,0.591892792,0.65647482,0.244788352,0.680941627,0.066990768,0.094381306,0.204471936,0.011768442,556,1
